EA,CLS,SENT,ASP
LAPTOP#OPERATION_PERFORMANCE,-1,the computer first started malfunctioning 3 months after purchasing it .,performance
LAPTOP#QUALITY,-1,the computer first started malfunctioning 3 months after purchasing it .,quality
LAPTOP#CONNECTIVITY,-1,it does not keep internet signals no matter where you bring it .,connectivity
OS#QUALITY,-1,"the system it comes with does not work properly , so when trying to fix the problems with it it started not working at all .",quality
OS#OPERATION_PERFORMANCE,-1,"the system it comes with does not work properly , so when trying to fix the problems with it it started not working at all .",performance
SUPPORT#QUALITY,-1,"when calling dell for help , reurn , or a new computer they were not useful and left it up to myself to figure out what to do with it .",quality
LAPTOP#QUALITY,-1,"one year of trying to fix the computer by myself , with help of friends , and even help from computer experts i have given up on trying to fix it .",quality
LAPTOP#GENERAL,-1,"this computer was awful , i would never recomend it to another person .",general
LAPTOP#GENERAL,-1,those moments in thime where you want to throw something against the wall ?,general
LAPTOP#GENERAL,-1,"yeah , i wanted to throw that lap top out the window and light it on fire .",general
LAPTOP#GENERAL,-1,that 's how frustrating it was .,general
LAPTOP#GENERAL,1,"it is well worth the money it cost , very good investment .",general
LAPTOP#PRICE,1,"it is well worth the money it cost , very good investment .",price
LAPTOP#GENERAL,1,the new macbook pro 15 inch i7 is nothing short of amazing .,general
LAPTOP#OPERATION_PERFORMANCE,1,the speed is incredible and i am more than satisfied .,performance
LAPTOP#MISCELLANEOUS,0,"bought from wal-mart , i believe that this laptop was a repaired item .",miscellaneous
LAPTOP#QUALITY,-1,this laptop was bad from the first day of use -- -- brought it back to store for return of money .,quality
LAPTOP#GENERAL,-1,this laptop was bad from the first day of use -- -- brought it back to store for return of money .,general
COMPANY#GENERAL,-1,now am very aprehensive about toshiba laptops .,general
LAPTOP#GENERAL,-1,will not every buy another -- -- -- -- lou,general
LAPTOP#GENERAL,1,this is a great value for the money .,general
LAPTOP#PRICE,0,this is a great value for the money .,price
LAPTOP#GENERAL,1,this is a great computer .,general
LAPTOP#GENERAL,1,we have n't had any problems with it at all .,general
LAPTOP#QUALITY,-1,the body is a bit cheaply made so it will be interesting to see how long it holds up .,quality
LAPTOP#GENERAL,1,"overall though , for the money spent it 's a great deal .",general
LAPTOP#PRICE,1,"overall though , for the money spent it 's a great deal .",price
LAPTOP#GENERAL,1,"but let me tell you , the mac book pro is so professional .",general
LAPTOP#GENERAL,1,its very nice and once you learn the features you will be so happy to have such a sophisticated computer .,general
LAPTOP#DESIGN_FEATURES,1,its very nice and once you learn the features you will be so happy to have such a sophisticated computer .,design
DISPLAY#DESIGN_FEATURES,1,"for example , when my husband turns the light out while i 'm on the computer . the screen brightness automatically adjusts .",design
KEYBOARD#USABILITY,1,it is very easy to type on and feels great - besides the added feature that the keyboard is lighted .,usability
KEYBOARD#QUALITY,1,it is very easy to type on and feels great - besides the added feature that the keyboard is lighted .,quality
KEYBOARD#DESIGN_FEATURES,1,it is very easy to type on and feels great - besides the added feature that the keyboard is lighted .,design
LAPTOP#GENERAL,1,"oh , it is such a great piece of equipment .",general
SOFTWARE#USABILITY,1,"its office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",usability
SOFTWARE#DESIGN_FEATURES,0,"its office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",design
SOFTWARE#OPERATION_PERFORMANCE,0,"its office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",performance
LAPTOP#DESIGN_FEATURES,1,"i get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , i can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .",design
LAPTOP#PORTABILITY,1,"i get a ton of compliments on its size , and speaking as someone who regularly commutes on a bus , i can attest to the fact that this is the perfect size computer if you 're restricted to the width of your body for computing room .",portability
BATTERY#OPERATION_PERFORMANCE,1,very long-life battery ( up to 10-11 hours depending on how you configure power level settings ) .,performance
LAPTOP#USABILITY,0,"i upgraded the memory and replaced the base windows 7 starter to win 7 home , and it runs just fine .",usability
LAPTOP#OPERATION_PERFORMANCE,1,"i upgraded the memory and replaced the base windows 7 starter to win 7 home , and it runs just fine .",performance
MOUSE#OPERATION_PERFORMANCE,1,"i play a lot of casual games online , and the touchpad is very responsive .",performance
LAPTOP#PORTABILITY,1,"i would n't play a first-person shooter with this , mind , but if you wanted to run ms office , email , chat , download a video , listen to music from a certain fruit-named music store , and were looking for a highly portable yet powerful netbook to do that all in , i 'd highly recommend checking this out .",portability
LAPTOP#OPERATION_PERFORMANCE,1,"i would n't play a first-person shooter with this , mind , but if you wanted to run ms office , email , chat , download a video , listen to music from a certain fruit-named music store , and were looking for a highly portable yet powerful netbook to do that all in , i 'd highly recommend checking this out .",performance
LAPTOP#MISCELLANEOUS,1,"i would n't play a first-person shooter with this , mind , but if you wanted to run ms office , email , chat , download a video , listen to music from a certain fruit-named music store , and were looking for a highly portable yet powerful netbook to do that all in , i 'd highly recommend checking this out .",miscellaneous
DISPLAY#DESIGN_FEATURES,-1,the downside to this netbook is pretty much the same for any netbook : screen size is not something i 'd stare at for the entire 10-11 hours of battery life five days a week .,design
SOFTWARE#DESIGN_FEATURES,0,additional caveat : the base installation comes with some toshiba-specific software that may or may not be to a user 's liking .,design
LAPTOP#DESIGN_FEATURES,1,everything from the design to the os is simple and to the point .,design
OS#GENERAL,1,everything from the design to the os is simple and to the point .,general
LAPTOP#GENERAL,1,everything from the design to the os is simple and to the point .,general
LAPTOP#GENERAL,1,love it love it love it !,general
LAPTOP#MISCELLANEOUS,1,it really is perfect for work and play .,miscellaneous
LAPTOP#MISCELLANEOUS,1,i am able to play 720p and 1080p media files just fine with it .,miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,everything i have tried has worked and i never have to carry the wall charger cause the battery is so awesome .,performance
BATTERY#OPERATION_PERFORMANCE,1,everything i have tried has worked and i never have to carry the wall charger cause the battery is so awesome .,performance
MULTIMEDIA_DEVICES#QUALITY,-1,"the only thing that is n't perfect about this netbook is the speakers , they are not loud at all but i expected that .",quality
LAPTOP#GENERAL,1,"i upgraded it 's ram to 2gb , i am very happy with it .",general
MEMORY#DESIGN_FEATURES,0,"i upgraded it 's ram to 2gb , i am very happy with it .",design
LAPTOP#DESIGN_FEATURES,0,lots of preloaded software .,design
MEMORY#DESIGN_FEATURES,-1,"the only problem is that i had to add 1 gb ram , the computer was kinda slow .",design
LAPTOP#OPERATION_PERFORMANCE,-1,"the only problem is that i had to add 1 gb ram , the computer was kinda slow .",performance
COMPANY#GENERAL,1,"tosiba has a good reputation , my llast computer was an acer .",general
LAPTOP#GENERAL,1,this is starting off good .,general
LAPTOP#GENERAL,1,what a great little laptop .,general
LAPTOP#DESIGN_FEATURES,0,maybe not the cutting edge ( satellite l455d ) but it is a workhorse .,design
LAPTOP#OPERATION_PERFORMANCE,1,maybe not the cutting edge ( satellite l455d ) but it is a workhorse .,performance
LAPTOP#MISCELLANEOUS,1,i bought it to use in college and it is perfect .,miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,i dual boot with linux and that other security-prone os and it performs flawlessly .,performance
LAPTOP#GENERAL,1,i made a perfect decision when i bought the toshiba !,general
COMPANY#GENERAL,1,i made a perfect decision when i bought the toshiba !,general
LAPTOP#GENERAL,1,excellent product for the money .,general
LAPTOP#PRICE,0,excellent product for the money .,price
LAPTOP#OPERATION_PERFORMANCE,1,"no problems , no lock ups , no disappointments .",performance
LAPTOP#GENERAL,1,"no problems , no lock ups , no disappointments .",general
LAPTOP#DESIGN_FEATURES,0,"not super fancy , but not super expensive either .",design
LAPTOP#PRICE,0,"not super fancy , but not super expensive either .",price
LAPTOP#MISCELLANEOUS,1,highly recommend for daily use .,miscellaneous
LAPTOP#GENERAL,1,the computer itself is a good product but the repair depot stinks .,general
SUPPORT#QUALITY,-1,the computer itself is a good product but the repair depot stinks .,quality
SUPPORT#QUALITY,-1,i have had to send in my laptop three times to get it fixed .,quality
SUPPORT#QUALITY,-1,toshiba does not send any one out unless you have paid extra to have the on site repair done .,quality
SUPPORT#QUALITY,-1,i would tell the technician i knew exactly what was wrong with it but they did not listen and i had to go through a bunch of junk to get them to tell me i needed to send the computer in .,quality
KEYBOARD#QUALITY,-1,this computer that i have has had issues with the keyboard where it lost half the keyboard functions .,quality
KEYBOARD#OPERATION_PERFORMANCE,-1,this computer that i have has had issues with the keyboard where it lost half the keyboard functions .,performance
POWER_SUPPLY#QUALITY,-1,as well as having the plug in the computer come loose .,quality
POWER_SUPPLY#QUALITY,-1,so having the ac plug go out on me and get lose or i could actually here it inside my computer on two of the three times is not good .,quality
POWER_SUPPLY#QUALITY,-1,it still seems to be a little lose now but so far seems to be hanging in there .,quality
LAPTOP#OPERATION_PERFORMANCE,1,the mac book pro performs flawlessly .,performance
LAPTOP#GENERAL,1,"never had a single problem , and do n't have to worry about viruses .",general
LAPTOP#QUALITY,1,"never had a single problem , and do n't have to worry about viruses .",quality
LAPTOP#MISCELLANEOUS,1,"while i mostly use it for email , internet and gaming , i 'm confident all other applications live up to the high standard i 've come to appreciate from mac laptops .",miscellaneous
